#                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                 accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------       -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VIRSorter_short1-ContigCoA-KX349310_4-gene_3 -          Phage_cluster_5776.ali_faa -            2.7e-07   21.8   0.2   4.5e-06   17.8   0.2   2.0   2   0   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_1 -          Phage_cluster_5776.ali_faa -            4.2e-05   14.6   0.5    0.0011   10.0   0.6   2.0   2   0   0   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_5 -          Phage_cluster_5787.ali_faa -            6.3e-15   47.4   0.4     4e-12   38.1   0.0   2.2   2   0   0   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_1 -          Phage_cluster_5787.ali_faa -            1.2e-08   26.8   0.2   8.4e-06   17.4   0.0   2.4   2   0   0   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_5 -          Phage_cluster_5788.ali_faa -            6.6e-24   76.0   4.2   6.6e-24   76.0   4.2   1.8   2   1   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_7 -          Phage_cluster_5788.ali_faa -            5.2e-06   16.8   0.1   5.2e-06   16.8   0.1   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_4 -          Phage_cluster_593.ali_faa -           2.4e-268  885.4  40.7  2.7e-268  885.2  40.7   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_6 -          Phage_cluster_593.ali_faa -           1.5e-234  773.6  41.1  1.6e-234  773.4  41.1   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_8-gene_1 -          Phage_cluster_593.ali_faa -           1.8e-119  392.8  22.1  2.1e-119  392.5  22.1   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_9 -          Phage_cluster_593.ali_faa -            3.3e-60  196.7   8.3   3.7e-60  196.5   8.3   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_5 -          Phage_cluster_593.ali_faa -            1.1e-30   98.9  15.1   4.9e-30   96.8  15.1   1.8   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_8-gene_2 -          Phage_cluster_593.ali_faa -            2.1e-29   94.7  13.7   2.1e-29   94.7  13.7   2.3   2   1   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_2 -          Phage_cluster_593.ali_faa -            2.1e-29   94.7  13.7   2.1e-29   94.7  13.7   2.3   2   1   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_1 -          Phage_cluster_593.ali_faa -              4e-28   90.5   1.2   4.3e-28   90.4   1.2   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_8-gene_2  -          Phage_cluster_6009.ali_faa -            8.3e-06   17.8   1.8   2.3e-05   16.4   1.8   1.7   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_2  -          Phage_cluster_6009.ali_faa -            8.3e-06   17.8   1.8   2.3e-05   16.4   1.8   1.7   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_2 -          Phage_cluster_6009.ali_faa -            1.3e-05   17.2   3.8   4.6e-05   15.4   3.8   1.9   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_4 -          Phage_cluster_600.ali_faa -             5e-128  418.8   0.0  5.6e-128  418.7   0.0   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_1 -          Phage_cluster_600.ali_faa -            1.6e-28   91.8   0.1   1.7e-28   91.7   0.1   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_3 -          Phage_cluster_606.ali_faa -           1.2e-198  652.2   9.0  1.3e-198  652.1   9.0   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_3  -          Phage_cluster_606.ali_faa -           1.2e-198  652.2   9.0  1.3e-198  652.1   9.0   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_1 -          Phage_cluster_606.ali_faa -             2e-194  638.3   9.6  2.3e-194  638.1   9.6   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_8-gene_3  -          Phage_cluster_606.ali_faa -           9.8e-144  471.2   8.2  1.1e-143  471.0   8.2   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_7 -          Phage_cluster_6107.ali_faa -            0.00033   13.4   0.0   0.00038   13.2   0.0   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_7 -          Phage_cluster_6107.ali_faa -            0.00033   13.4   0.0   0.00038   13.2   0.0   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_4 -          Phage_cluster_6107.ali_faa -            0.00033   13.4   0.0   0.00038   13.2   0.0   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_1 -          Phage_cluster_6178.ali_faa -            2.9e-15   48.0   6.1   2.6e-09   28.4   4.2   2.3   2   0   0   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_3 -          Phage_cluster_6178.ali_faa -            3.3e-15   47.8   6.4   2.8e-09   28.3   4.4   2.3   2   0   0   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_3  -          Phage_cluster_6178.ali_faa -            3.3e-15   47.8   6.4   2.8e-09   28.3   4.4   2.3   2   0   0   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_8-gene_3  -          Phage_cluster_6178.ali_faa -            8.3e-10   30.0   4.4   1.4e-09   29.3   4.4   1.3   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_5 -          Phage_cluster_6279.ali_faa -               0.01    5.8   6.9     0.016    5.2   6.9   1.2   1   0   0   1   1   1   0 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_1 -          Phage_cluster_6279.ali_faa -              0.012    5.5   6.8      0.02    4.8   6.8   1.3   1   0   0   1   1   1   0 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_6 -          Phage_cluster_657.ali_faa -           1.8e-120  393.4   2.9    2e-120  393.3   2.9   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_3 -          Phage_cluster_657.ali_faa -           1.8e-120  393.4   2.9    2e-120  393.3   2.9   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_1 -          Phage_cluster_657.ali_faa -            4.2e-80  261.0   1.5   4.6e-80  260.9   1.5   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_10 -          Phage_cluster_658.ali_faa -           3.5e-228  749.8  24.3  3.9e-228  749.7  24.3   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_7  -          Phage_cluster_658.ali_faa -           3.5e-228  749.8  24.3  3.9e-228  749.7  24.3   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_5 -          Phage_cluster_6595.ali_faa -            4.6e-12   38.5   2.5   2.7e-06   19.7   0.1   2.1   1   1   1   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_3 -          Phage_cluster_6595.ali_faa -            4.6e-12   38.5   2.5   2.7e-06   19.7   0.1   2.1   1   1   1   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_5  -          Phage_cluster_6595.ali_faa -              1e-08   27.6   0.8     3e-07   22.9   0.8   2.1   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_8  -          Phage_cluster_659.ali_faa -           1.9e-205  675.3  42.8  2.1e-205  675.2  42.8   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_11 -          Phage_cluster_659.ali_faa -            1.6e-61  200.6   2.9   1.8e-61  200.5   2.9   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_2 -          Phage_cluster_6634.ali_faa -            4.8e-14   44.5   0.0   5.5e-14   44.3   0.0   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_6 -          Phage_cluster_6856.ali_faa -                1.2   -0.2  15.3    0.0033    8.2   0.0   3.3   3   1   1   4   4   4   0 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_4 -          Phage_cluster_6856.ali_faa -                2.1   -1.0  15.8    0.0037    8.0   0.0   3.3   3   1   1   4   4   4   0 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_5 -          Phage_cluster_714.ali_faa -            1.1e-75  244.6   3.2   1.3e-75  244.5   3.2   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_3 -          Phage_cluster_714.ali_faa -            1.1e-75  244.6   3.2   1.3e-75  244.5   3.2   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_5  -          Phage_cluster_714.ali_faa -            3.5e-61  197.6   2.2   3.9e-61  197.5   2.2   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_2 -          Phage_cluster_715.ali_faa -            1.2e-37  119.7   1.3   1.3e-37  119.7   1.3   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_2 -          Phage_cluster_715.ali_faa -            1.2e-37  119.7   1.3   1.3e-37  119.7   1.3   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_3 -          Phage_cluster_716.ali_faa -            2.3e-40  128.5   1.1   2.5e-40  128.4   1.1   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_3 -          Phage_cluster_716.ali_faa -            2.3e-40  128.5   1.1   2.5e-40  128.4   1.1   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_4 -          Phage_cluster_7456.ali_faa -            6.7e-10   30.0   4.3   1.1e-08   26.0   4.3   2.0   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_5 -          Phage_cluster_795.ali_faa -            0.00027   10.7  15.3   0.00038   10.2  15.3   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_8-gene_3  -          Phage_cluster_8555.ali_faa -              4e-15   48.0   4.4   5.5e-15   47.5   2.6   1.7   2   0   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_1 -          Phage_cluster_8555.ali_faa -              1e-14   46.6   2.8     1e-14   46.6   2.8   2.1   2   1   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_3 -          Phage_cluster_8555.ali_faa -            1.1e-14   46.5   2.8   1.1e-14   46.5   2.8   2.1   2   1   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_3  -          Phage_cluster_8555.ali_faa -            1.1e-14   46.5   2.8   1.1e-14   46.5   2.8   2.1   2   1   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_5 -          Phage_cluster_8571.ali_faa -            0.00011   13.7   0.2   0.00032   12.1   0.1   1.9   1   1   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_5 -          Phage_cluster_8571.ali_faa -            0.00011   13.7   0.2   0.00032   12.1   0.1   1.9   1   1   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_2 -          Phage_cluster_8571.ali_faa -            0.00011   13.7   0.2   0.00032   12.1   0.1   1.9   1   1   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_5 -          Phage_cluster_8577.ali_faa -              8e-05   14.7   0.2   0.00012   14.1   0.2   1.4   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_5 -          Phage_cluster_8577.ali_faa -              8e-05   14.7   0.2   0.00012   14.1   0.2   1.4   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_2 -          Phage_cluster_8577.ali_faa -              8e-05   14.7   0.2   0.00012   14.1   0.2   1.4   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_4 -          Phage_cluster_8578.ali_faa -            2.7e-73  239.6  36.3   3.4e-43  140.0   3.5   4.3   2   1   1   3   3   3   3 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_6 -          Phage_cluster_8578.ali_faa -            7.5e-54  175.2  36.0   2.9e-43  140.2   3.5   4.4   2   1   1   3   3   3   3 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_9 -          Phage_cluster_8578.ali_faa -            4.2e-37  119.8   1.8   4.7e-37  119.7   1.8   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_8-gene_1 -          Phage_cluster_8578.ali_faa -            2.7e-34  110.5  25.0   3.9e-25   80.2  16.1   3.2   1   1   1   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_5 -          Phage_cluster_8578.ali_faa -            2.9e-17   54.2  11.3   1.3e-14   45.5   6.4   2.0   1   1   1   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_1 -          Phage_cluster_8578.ali_faa -            1.2e-16   52.2   0.3   1.3e-16   52.0   0.3   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_8-gene_2 -          Phage_cluster_8579.ali_faa -            2.9e-44  143.3   0.8   2.9e-44  143.3   0.8   2.8   2   2   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_2 -          Phage_cluster_8579.ali_faa -            2.9e-44  143.3   0.8   2.9e-44  143.3   0.8   2.8   2   2   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_5 -          Phage_cluster_8579.ali_faa -              1e-22   72.0   2.2   1.3e-22   71.7   2.2   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_10 -          Phage_cluster_8580.ali_faa -            2.3e-20   64.7  21.3   3.3e-19   60.8   9.2   2.4   1   1   1   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_7  -          Phage_cluster_8580.ali_faa -            2.3e-20   64.7  21.3   3.3e-19   60.8   9.2   2.4   1   1   1   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_6 -          Phage_cluster_8731.ali_faa -            3.1e-06   19.2   0.2    0.0015   10.5   0.0   2.2   2   0   0   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_3 -          Phage_cluster_8731.ali_faa -            3.1e-06   19.2   0.2    0.0015   10.5   0.0   2.2   2   0   0   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_1 -          Phage_cluster_8731.ali_faa -            1.5e-05   17.0   0.6   0.00076   11.5   0.0   2.1   2   0   0   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_9 -          Phage_cluster_877.ali_faa -            7.5e-37  117.3   2.1   8.7e-37  117.1   2.1   1.2   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_6 -          Phage_cluster_877.ali_faa -            7.5e-37  117.3   2.1   8.7e-37  117.1   2.1   1.2   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_9 -          Phage_cluster_877.ali_faa -            2.8e-18   57.8   4.6   2.8e-18   57.8   4.6   1.3   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_6 -          Phage_cluster_8805.ali_faa -            9.3e-07   20.7   2.5   3.9e-06   18.7   2.5   1.8   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_3 -          Phage_cluster_8805.ali_faa -            9.3e-07   20.7   2.5   3.9e-06   18.7   2.5   1.8   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_1 -          Phage_cluster_8805.ali_faa -            1.8e-05   16.5   3.3   8.1e-05   14.4   3.3   1.8   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_8 -          Phage_cluster_8875.ali_faa -            0.00033   12.6   0.4   0.00061   11.7   0.4   1.3   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_8 -          Phage_cluster_8875.ali_faa -            0.00033   12.6   0.4   0.00061   11.7   0.4   1.3   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_5 -          Phage_cluster_8875.ali_faa -            0.00033   12.6   0.4   0.00061   11.7   0.4   1.3   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_3 -          Phage_cluster_8990.ali_faa -            4.7e-08   25.2   0.2   1.4e-07   23.7   0.2   1.7   1   1   1   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_3 -          Phage_cluster_8990.ali_faa -            4.7e-08   25.2   0.2   1.4e-07   23.7   0.2   1.7   1   1   1   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_5 -          Phage_cluster_8997.ali_faa -            1.5e-06   20.2   0.6   3.4e-05   15.8   0.2   2.7   2   1   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_5 -          Phage_cluster_8997.ali_faa -            1.5e-06   20.2   0.6   3.4e-05   15.8   0.2   2.7   2   1   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_2 -          Phage_cluster_8997.ali_faa -            1.5e-06   20.2   0.6   3.4e-05   15.8   0.2   2.7   2   1   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_5 -          Phage_cluster_9011.ali_faa -            2.3e-12   39.1   3.0   3.2e-12   38.6   3.0   1.2   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_3 -          Phage_cluster_9011.ali_faa -            2.3e-12   39.1   3.0   3.2e-12   38.6   3.0   1.2   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_5  -          Phage_cluster_9011.ali_faa -            1.8e-09   29.8   1.7   2.3e-09   29.4   1.7   1.2   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_2 -          Phage_cluster_9105.ali_faa -            0.00011   14.5   0.0   0.00013   14.3   0.0   1.3   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_2 -          Phage_cluster_9105.ali_faa -            0.00011   14.5   0.0   0.00013   14.3   0.0   1.3   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_3 -          Phage_cluster_9151.ali_faa -            0.00048   12.3   0.0   0.00056   12.1   0.0   1.2   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_3 -          Phage_cluster_9151.ali_faa -            0.00048   12.3   0.0   0.00056   12.1   0.0   1.2   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_2 -          Phage_cluster_9182.ali_faa -            7.8e-08   24.5   0.0     1e-07   24.1   0.0   1.2   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_2 -          Phage_cluster_918.ali_faa -            8.6e-08   24.4   0.0   2.9e-07   22.7   0.0   1.8   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_8-gene_2  -          Phage_cluster_918.ali_faa -            1.6e-07   23.5   0.0   6.2e-07   21.6   0.0   1.9   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_2  -          Phage_cluster_918.ali_faa -            1.6e-07   23.5   0.0   6.2e-07   21.6   0.0   1.9   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_5 -          Phage_cluster_91.ali_faa -              3e-08   25.5   1.4   4.1e-08   25.1   1.4   1.3   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_2 -          Phage_cluster_91.ali_faa -              3e-08   25.5   1.4   4.1e-08   25.1   1.4   1.3   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_5 -          Phage_cluster_9383.ali_faa -            5.6e-10   31.1   6.3   7.7e-08   24.0   2.0   2.0   1   1   1   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_2 -          Phage_cluster_9383.ali_faa -            5.6e-10   31.1   6.3   7.7e-08   24.0   2.0   2.0   1   1   1   2   2   2   2 -
#
# Program:         hmmsearch
# Version:         3.3.1 (Jul 2020)
# Pipeline mode:   SEARCH
# Query file:      results/VirSorter/short1/r_0/db/Pool_clusters.hmm
# Target file:     results/VirSorter/short1/fasta/VIRSorter_prots.fasta
# Option settings: /xdisk/bhurwitz/mig2020/rsgrps/bhurwitz/alise/tools/Miniconda3/envs/viral_env/bin/hmmsearch -o results/VirSorter/short1/r_0/Contigs_prots_vs_New_clusters.out --tblout results/VirSorter/short1/r_0/Contigs_prots_vs_New_clusters.tab --noali --cpu 20 results/VirSorter/short1/r_0/db/Pool_clusters.hmm results/VirSorter/short1/fasta/VIRSorter_prots.fasta 
# Current dir:     /xdisk/bhurwitz/mig2020/rsgrps/bhurwitz/alise/my_scripts/Viral_hunt_snakemake
# Date:            Tue Dec 15 09:40:48 2020
# [ok]
